pet_slug,species,style,minimum_species,maximum_species,possible_final_count,path_min_to_max,species_default_bst_min_to_max,proposed_context_bands_percent,missing_base_species_assets,mapping_scope
boldore,boldore,2d,roggenrola,gigalith,1,roggenrola > boldore > gigalith,280 > 390 > 515,"gigalith [0.00,39.11); boldore [39.11,68.73); roggenrola [68.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gigalith,gigalith,2d,roggenrola,gigalith,1,roggenrola > boldore > gigalith,280 > 390 > 515,"gigalith [0.00,39.11); boldore [39.11,68.73); roggenrola [68.73,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
woobat,woobat,2d,woobat,swoobat,1,woobat > swoobat,323 > 425,"swoobat [0.00,51.14); woobat [51.14,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swoobat,swoobat,2d,woobat,swoobat,1,woobat > swoobat,323 > 425,"swoobat [0.00,51.14); woobat [51.14,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
drilbur,drilbur,2d,drilbur,excadrill,1,drilbur > excadrill,328 > 508,"excadrill [0.00,54.69); drilbur [54.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
excadrill,excadrill,2d,drilbur,excadrill,1,drilbur > excadrill,328 > 508,"excadrill [0.00,54.69); drilbur [54.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
audino,audino,2d,audino,audino,1,audino,445,"audino [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
timburr,timburr,2d,timburr,conkeldurr,1,timburr > gurdurr > conkeldurr,305 > 405 > 505,"conkeldurr [0.00,37.41); gurdurr [37.41,67.41); timburr [67.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gurdurr,gurdurr,2d,timburr,conkeldurr,1,timburr > gurdurr > conkeldurr,305 > 405 > 505,"conkeldurr [0.00,37.41); gurdurr [37.41,67.41); timburr [67.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
conkeldurr,conkeldurr,2d,timburr,conkeldurr,1,timburr > gurdurr > conkeldurr,305 > 405 > 505,"conkeldurr [0.00,37.41); gurdurr [37.41,67.41); timburr [67.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tympole,tympole,2d,tympole,seismitoad,1,tympole > palpitoad > seismitoad,294 > 384 > 509,"seismitoad [0.00,38.59); palpitoad [38.59,67.71); tympole [67.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
palpitoad,palpitoad,2d,tympole,seismitoad,1,tympole > palpitoad > seismitoad,294 > 384 > 509,"seismitoad [0.00,38.59); palpitoad [38.59,67.71); tympole [67.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
seismitoad,seismitoad,2d,tympole,seismitoad,1,tympole > palpitoad > seismitoad,294 > 384 > 509,"seismitoad [0.00,38.59); palpitoad [38.59,67.71); tympole [67.71,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
throh,throh,2d,throh,throh,1,throh,465,"throh [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sawk,sawk,2d,sawk,sawk,1,sawk,465,"sawk [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sewaddle,sewaddle,2d,sewaddle,leavanny,1,sewaddle > swadloon > leavanny,310 > 380 > 500,"leavanny [0.00,37.82); swadloon [37.82,66.55); sewaddle [66.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swadloon,swadloon,2d,sewaddle,leavanny,1,sewaddle > swadloon > leavanny,310 > 380 > 500,"leavanny [0.00,37.82); swadloon [37.82,66.55); sewaddle [66.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
leavanny,leavanny,2d,sewaddle,leavanny,1,sewaddle > swadloon > leavanny,310 > 380 > 500,"leavanny [0.00,37.82); swadloon [37.82,66.55); sewaddle [66.55,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
venipede,venipede,2d,venipede,scolipede,1,venipede > whirlipede > scolipede,260 > 360 > 485,"scolipede [0.00,39.50); whirlipede [39.50,68.82); venipede [68.82,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
whirlipede,whirlipede,2d,venipede,scolipede,1,venipede > whirlipede > scolipede,260 > 360 > 485,"scolipede [0.00,39.50); whirlipede [39.50,68.82); venipede [68.82,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
scolipede,scolipede,2d,venipede,scolipede,1,venipede > whirlipede > scolipede,260 > 360 > 485,"scolipede [0.00,39.50); whirlipede [39.50,68.82); venipede [68.82,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cottonee,cottonee,2d,cottonee,whimsicott,1,cottonee > whimsicott,280 > 480,"whimsicott [0.00,56.84); cottonee [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
whimsicott,whimsicott,2d,cottonee,whimsicott,1,cottonee > whimsicott,280 > 480,"whimsicott [0.00,56.84); cottonee [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
petilil,petilil,2d,petilil,lilligant,1,petilil > lilligant,280 > 480,"lilligant [0.00,56.84); petilil [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lilligant,lilligant,2d,petilil,lilligant,1,petilil > lilligant,280 > 480,"lilligant [0.00,56.84); petilil [56.84,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
basculin,basculin,2d,basculin,basculegion,1,basculin > basculegion,460 > 530,"basculegion [0.00,48.18); basculin [48.18,90.00); pokeball [90,100]",basculegion,species-only; form-conditional routes not resolved
sandile,sandile,2d,sandile,krookodile,1,sandile > krokorok > krookodile,292 > 351 > 519,"krookodile [0.00,40.20); krokorok [40.20,67.38); sandile [67.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
krokorok,krokorok,2d,sandile,krookodile,1,sandile > krokorok > krookodile,292 > 351 > 519,"krookodile [0.00,40.20); krokorok [40.20,67.38); sandile [67.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
krookodile,krookodile,2d,sandile,krookodile,1,sandile > krokorok > krookodile,292 > 351 > 519,"krookodile [0.00,40.20); krokorok [40.20,67.38); sandile [67.38,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
darumaka,darumaka,2d,darumaka,darmanitan,1,darumaka > darmanitan,315 > 480,"darmanitan [0.00,54.34); darumaka [54.34,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
darmanitan,darmanitan,2d,darumaka,darmanitan,1,darumaka > darmanitan,315 > 480,"darmanitan [0.00,54.34); darumaka [54.34,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
maractus,maractus,2d,maractus,maractus,1,maractus,461,"maractus [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
dwebble,dwebble,2d,dwebble,crustle,1,dwebble > crustle,325 > 485,"crustle [0.00,53.89); dwebble [53.89,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
crustle,crustle,2d,dwebble,crustle,1,dwebble > crustle,325 > 485,"crustle [0.00,53.89); dwebble [53.89,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
scraggy,scraggy,2d,scraggy,scrafty,1,scraggy > scrafty,348 > 488,"scrafty [0.00,52.54); scraggy [52.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
scrafty,scrafty,2d,scraggy,scrafty,1,scraggy > scrafty,348 > 488,"scrafty [0.00,52.54); scraggy [52.54,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sigilyph,sigilyph,2d,sigilyph,sigilyph,1,sigilyph,490,"sigilyph [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yamask,yamask,2d,yamask,cofagrigus,2,yamask > cofagrigus,303 > 483,"cofagrigus [0.00,55.31); yamask [55.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
yamask,yamask,2d,yamask,runerigus,2,yamask > runerigus,303 > 483,"runerigus [0.00,55.31); yamask [55.31,90.00); pokeball [90,100]",runerigus,species-only; form-conditional routes not resolved
cofagrigus,cofagrigus,2d,yamask,cofagrigus,1,yamask > cofagrigus,303 > 483,"cofagrigus [0.00,55.31); yamask [55.31,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tirtouga,tirtouga,2d,tirtouga,carracosta,1,tirtouga > carracosta,355 > 495,"carracosta [0.00,52.41); tirtouga [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
carracosta,carracosta,2d,tirtouga,carracosta,1,tirtouga > carracosta,355 > 495,"carracosta [0.00,52.41); tirtouga [52.41,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
archen,archen,2d,archen,archeops,1,archen > archeops,401 > 567,"archeops [0.00,52.72); archen [52.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
archeops,archeops,2d,archen,archeops,1,archen > archeops,401 > 567,"archeops [0.00,52.72); archen [52.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
trubbish,trubbish,2d,trubbish,garbodor,1,trubbish > garbodor,329 > 474,"garbodor [0.00,53.13); trubbish [53.13,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
garbodor,garbodor,2d,trubbish,garbodor,1,trubbish > garbodor,329 > 474,"garbodor [0.00,53.13); trubbish [53.13,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zorua,zorua,2d,zorua,zoroark,1,zorua > zoroark,330 > 510,"zoroark [0.00,54.64); zorua [54.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
zoroark,zoroark,2d,zorua,zoroark,1,zorua > zoroark,330 > 510,"zoroark [0.00,54.64); zorua [54.64,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
minccino,minccino,2d,minccino,cinccino,1,minccino > cinccino,300 > 470,"cinccino [0.00,54.94); minccino [54.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
cinccino,cinccino,2d,minccino,cinccino,1,minccino > cinccino,300 > 470,"cinccino [0.00,54.94); minccino [54.94,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gothita,gothita,2d,gothita,gothitelle,1,gothita > gothorita > gothitelle,290 > 390 > 490,"gothitelle [0.00,37.69); gothorita [37.69,67.69); gothita [67.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gothorita,gothorita,2d,gothita,gothitelle,1,gothita > gothorita > gothitelle,290 > 390 > 490,"gothitelle [0.00,37.69); gothorita [37.69,67.69); gothita [67.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
gothitelle,gothitelle,2d,gothita,gothitelle,1,gothita > gothorita > gothitelle,290 > 390 > 490,"gothitelle [0.00,37.69); gothorita [37.69,67.69); gothita [67.69,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
solosis,solosis,2d,solosis,reuniclus,1,solosis > duosion > reuniclus,290 > 370 > 490,"reuniclus [0.00,38.35); duosion [38.35,67.30); solosis [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
duosion,duosion,2d,solosis,reuniclus,1,solosis > duosion > reuniclus,290 > 370 > 490,"reuniclus [0.00,38.35); duosion [38.35,67.30); solosis [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
reuniclus,reuniclus,2d,solosis,reuniclus,1,solosis > duosion > reuniclus,290 > 370 > 490,"reuniclus [0.00,38.35); duosion [38.35,67.30); solosis [67.30,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ducklett,ducklett,2d,ducklett,swanna,1,ducklett > swanna,305 > 473,"swanna [0.00,54.72); ducklett [54.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
swanna,swanna,2d,ducklett,swanna,1,ducklett > swanna,305 > 473,"swanna [0.00,54.72); ducklett [54.72,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vanillite,vanillite,2d,vanillite,vanilluxe,1,vanillite > vanillish > vanilluxe,305 > 395 > 535,"vanilluxe [0.00,38.99); vanillish [38.99,67.77); vanillite [67.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vanillish,vanillish,2d,vanillite,vanilluxe,1,vanillite > vanillish > vanilluxe,305 > 395 > 535,"vanilluxe [0.00,38.99); vanillish [38.99,67.77); vanillite [67.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
vanilluxe,vanilluxe,2d,vanillite,vanilluxe,1,vanillite > vanillish > vanilluxe,305 > 395 > 535,"vanilluxe [0.00,38.99); vanillish [38.99,67.77); vanillite [67.77,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
deerling,deerling,2d,deerling,sawsbuck,1,deerling > sawsbuck,335 > 475,"sawsbuck [0.00,52.78); deerling [52.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
sawsbuck,sawsbuck,2d,deerling,sawsbuck,1,deerling > sawsbuck,335 > 475,"sawsbuck [0.00,52.78); deerling [52.78,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
emolga,emolga,2d,emolga,emolga,1,emolga,428,"emolga [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
karrablast,karrablast,2d,karrablast,escavalier,1,karrablast > escavalier,315 > 495,"escavalier [0.00,55.00); karrablast [55.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
escavalier,escavalier,2d,karrablast,escavalier,1,karrablast > escavalier,315 > 495,"escavalier [0.00,55.00); karrablast [55.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
foongus,foongus,2d,foongus,amoonguss,1,foongus > amoonguss,294 > 464,"amoonguss [0.00,55.09); foongus [55.09,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
amoonguss,amoonguss,2d,foongus,amoonguss,1,foongus > amoonguss,294 > 464,"amoonguss [0.00,55.09); foongus [55.09,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
frillish,frillish,2d,frillish,jellicent,1,frillish > jellicent,335 > 480,"jellicent [0.00,53.01); frillish [53.01,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
jellicent,jellicent,2d,frillish,jellicent,1,frillish > jellicent,335 > 480,"jellicent [0.00,53.01); frillish [53.01,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
alomomola,alomomola,2d,alomomola,alomomola,1,alomomola,470,"alomomola [0.00,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
joltik,joltik,2d,joltik,galvantula,1,joltik > galvantula,319 > 472,"galvantula [0.00,53.70); joltik [53.70,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
galvantula,galvantula,2d,joltik,galvantula,1,joltik > galvantula,319 > 472,"galvantula [0.00,53.70); joltik [53.70,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ferroseed,ferroseed,2d,ferroseed,ferrothorn,1,ferroseed > ferrothorn,305 > 489,"ferrothorn [0.00,55.43); ferroseed [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
ferrothorn,ferrothorn,2d,ferroseed,ferrothorn,1,ferroseed > ferrothorn,305 > 489,"ferrothorn [0.00,55.43); ferroseed [55.43,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
klink,klink,2d,klink,klinklang,1,klink > klang > klinklang,300 > 440 > 520,"klinklang [0.00,37.14); klang [37.14,68.57); klink [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
klang,klang,2d,klink,klinklang,1,klink > klang > klinklang,300 > 440 > 520,"klinklang [0.00,37.14); klang [37.14,68.57); klink [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
klinklang,klinklang,2d,klink,klinklang,1,klink > klang > klinklang,300 > 440 > 520,"klinklang [0.00,37.14); klang [37.14,68.57); klink [68.57,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
tynamo,tynamo,2d,tynamo,eelektross,1,tynamo > eelektrik > eelektross,275 > 405 > 515,"eelektross [0.00,38.79); eelektrik [38.79,69.29); tynamo [69.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eelektrik,eelektrik,2d,tynamo,eelektross,1,tynamo > eelektrik > eelektross,275 > 405 > 515,"eelektross [0.00,38.79); eelektrik [38.79,69.29); tynamo [69.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
eelektross,eelektross,2d,tynamo,eelektross,1,tynamo > eelektrik > eelektross,275 > 405 > 515,"eelektross [0.00,38.79); eelektrik [38.79,69.29); tynamo [69.29,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
elgyem,elgyem,2d,elgyem,beheeyem,1,elgyem > beheeyem,335 > 485,"beheeyem [0.00,53.23); elgyem [53.23,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
beheeyem,beheeyem,2d,elgyem,beheeyem,1,elgyem > beheeyem,335 > 485,"beheeyem [0.00,53.23); elgyem [53.23,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
litwick,litwick,2d,litwick,chandelure,1,litwick > lampent > chandelure,275 > 370 > 520,"chandelure [0.00,40.17); lampent [40.17,68.76); litwick [68.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
lampent,lampent,2d,litwick,chandelure,1,litwick > lampent > chandelure,275 > 370 > 520,"chandelure [0.00,40.17); lampent [40.17,68.76); litwick [68.76,90.00); pokeball [90,100]",,species-only; form-conditional routes not resolved
